==================================================================
Job Run - Mon 2 Dec 2019 13:13:23 GMT
ODS,Organisation,ClosedDate,PartyKey,ASID,Supplier,Product,Version,EndpointCreated,CCGCode,CCG
P84682,"BURNAGE HEALTHCARE PRACTICE","",P84682-816253,776839602013,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20140217,14L,"NHS MANCHESTER CCG"
P88624,"BL MEDICAL PRACTICE","",P88624-821642,200000002340,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20160623,01W,"NHS STOCKPORT CCG"
P91615,"GORSE HILL MEDICAL CENTRE","",P91615-818357,440605295011,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20141208,02A,"NHS TRAFFORD CCG"
Y00105,"HOLLY PARK CLINIC","",Y00105-810811,8.96E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20121105,07M,"NHS BARNET CCG"
Y00268,"NAZEING VALLEY HEALTH CENTRE","",Y00268-811100,246937675014,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","Emis Web",3012(CAB+ETPv1),20121126,07H,"NHS WEST ESSEX CCG"
Y00280,"BELGRAVE SURGERY (SV BAPODRA)","",YGA-0021074,379880291016,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,04C,"NHS LEICESTER CITY CCG"
Y01297,"BEACON HOUSE MINISTRIES","",YGA-0021074,740333977016,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core + EPS2 (AS)",20140122,06T,"NHS NORTH EAST ESSEX CCG"
Y02162,"WOODCHURCH MEDICAL CENTRE","",Y02162-813963,4.49E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130610,12F,"NHS WIRRAL CCG"
Y02471,"MCH PENTAGON","",Y02471-822817,2.00E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20170914,09W,"NHS MEDWAY CCG"
Y02499,"ESTON GRANGE NHS HEALTH CARE CENTRE",20180502,YGA-0021074,3.54E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,00M,"NHS SOUTH TEES CCG"
Y02509,"LCD WAKEFIELD WIC","",YGA-0021074,388735744012,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20130509,03R,"NHS WAKEFIELD CCG"
Y02568,"SOLIHULL HEALTHCARE & WALK-IN-CENTRE",20180930,YGA-0021074,2.87795E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core + GP2GPLM (AS)",20140122,15E,"NHS BIRMINGHAM AND SOLIHULL CCG"
Y02583,"CHILD & FAMILY HEALTH CENTRE","",Y02583-805954,2.54E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20110411,07L,"NHS BARKING AND DAGENHAM CCG"
Y02610,"TRINITY PRACTICE","",Y02610-818659,7.20E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20150109,01V,"NHS SOUTHPORT AND FORMBY CCG"
Y02638,"WEST HERTS MEDICAL CENTRE","",YGA-0021074,636586379019,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,06N,"NHS HERTS VALLEYS CCG"
Y02735,"ETTINGSHALL MEDICAL CENTRE","",Y02735-821679,200000002362,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20160701,06A,"NHS WOLVERHAMPTON CCG"
Y02754,"BANBURY HEALTH CENTRE","",Y02754-815446,017310184043,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20131118,10Q,"NHS OXFORDSHIRE CCG"
Y02776,"HAMPSHIRE HEALTHCARE CTR (BASINGSTOKE)","",YGA-0021074,2.98E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core",20140122,10J,"NHS NORTH HAMPSHIRE CCG"
Y03097,"ROPEWALKS GENERAL PRACTICE","",Y03097-812883,9.01E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 5 LM with GPES",20130312,05T,"NHS LIVERPOOL CCG"
Y05873,"HADRIAN PRIMARY CARE ALLIANCE","",Y05873-825258,200000015000,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20190701,00L,"NHS NORTHUMBERLAND CCG"
==================================================================
==================================================================
Job Run - Fri 6 Dec 2019 08:45:08 GMT
ODS,Organisation,ClosedDate,PartyKey,ASID,Supplier,Product,Version,EndpointCreated,CCGCode,CCG
A12355,"EMIS TEST SURGERY","",A12355,"","EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","","",20130408,"",TEST
A21410,"MICROTEST TEST SURGERY","",A21410,"","MICROTEST LTD","","",20130408,"",TEST
A29928,"EMIS TEST SURGERY","",A29928,9.01E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 5 LM with GPES",11111111,05T,TEST
A81015,"LAGAN SURGERY","",YGA-0021074,2.00E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20180404,00M,"NHS SOUTH TEES CCG"
A83004,"AVENUE FAMILY PRACTICE","",YGA-0021074,243636418044,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20141017,00D,"NHS DURHAM DALES EASINGTON AND SEDGEFIELD CCG"
A83017,"PHOENIX MEDICAL GROUP","",YGA-0021074,6.98E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140121,00D,"NHS DURHAM DALES EASINGTON AND SEDGEFIELD CCG"
A86015,"HOLLY MEDICAL GROUP","",YGA-0021074,7.24E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20130308,13T,"NHS NEWCASTLE GATESHEAD CCG"
A87027,"GARDEN PARK SURGERY","",YGA-0021074,200000014980,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20190625,99C,"NHS NORTH TYNESIDE CCG"
A88603,"THE PARK SURGERY","",A88603-817546,693591370012,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 3 LM with GPES",20140815,00N,"NHS SOUTH TYNESIDE CCG"
B81050,"HEDON GROUP PRACTICE","",B81050-806560,938280086043,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20110913,02Y,"NHS EAST RIDING OF YORKSHIRE CCG"
B81053,"DIADEM MEDICAL PRACTICE",0,YGA-0021074,7.84E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20120621,03F,"NHS HULL CCG"
B81056,"THE SPRINGHEAD MEDICAL CENTRE",0,YGA-0021074,2.00E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20171114,03F,"NHS HULL CCG"
B81062,"HOLDERNESS HEALTH (CHURCH VIEW SURGERY)",0,B81062-816137,3.65E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20140127,02Y,"NHS EAST RIDING OF YORKSHIRE CCG"
B81066,"DR GM CHOWDHURY'S PRACTICE","",YGA-0021074,709514404041,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140121,03F,"NHS HULL CCG"
B81080,"EAST HULL FAMILY PRACTICE","",YGA-0021074,942083621048,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140121,03F,"NHS HULL CCG"
B81602,"HANCOCKS ME","",YGA-0021074,213308390045,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140121,02Y,"NHS EAST RIDING OF YORKSHIRE CCG"
B83007,"THE HEATON MEDICAL PRACTICE","",YGA-0021074,026109227046,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140121,02R,"NHS BRADFORD DISTRICTS CCG"
B83011,"WOODROYD CENTRE","",YGA-0021074,1.72E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140121,02W,"NHS BRADFORD CITY CCG"
B83050,"HOLLINS HEALTH & WELLBEING - ALLERTON","",YGA-0021074,1.19E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20121030,02R,"NHS BRADFORD DISTRICTS CCG"
B83638,"PEEL PARK AT HILLSIDE BRIDGE","",YGA-0021074,294270110041,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140121,02W,"NHS BRADFORD CITY CCG"
B85011,"COLNE VALLEY FAMILY DOCTORS",20181220,YGA-0021074,2.00E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core + EPS2 (AS)",20151102,03A,"NHS GREATER HUDDERSFIELD CCG"
B86037,"RADSHAN MEDICAL CENTRE","",YGA-0021074,627593570013,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,15F,"NHS LEEDS CCG"
C82036,"TWO SHIRES MEDICAL PRACTICE","",YGA-0021074,7.12E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,03W,"NHS EAST LEICESTERSHIRE AND RUTLAND CCG"
C83016,"SPRINGCLIFFE SURGERY","",YGA-0021074,2.31946E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,04D,"NHS LINCOLNSHIRE WEST CCG"
C83633,"HAWTHORN SURGERY","",YGA-0021074,2E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core + GP2GPLM (AS)",20171117,04D,"NHS LINCOLNSHIRE WEST CCG"
C84002,"CHURCH WALK SURGERY","",YGA-0021074,688157987019,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,04M,"NHS NOTTINGHAM WEST CCG"
C84124,"WHYBURN MEDICAL PRACTICE","",YGA-0021074,248377706010,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140108,04L,"NHS NOTTINGHAM NORTH AND EAST CCG"
C84125,"APPLE TREE MEDICAL PRACTICE","",YGA-0021074,1.39392E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core + GP2GPLM (AS)",20140122,04L,"NHS NOTTINGHAM NORTH AND EAST CCG"
C84133,"PEACOCK HEALTHCARE","",YGA-0021074,200000015321,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20190827,04L,"NHS NOTTINGHAM NORTH AND EAST CCG"
C86014,"PRINCESS MEDICAL CENTRE","",YGA-0021074,200000010410,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20180501,02X,"NHS DONCASTER CCG"
C88033,"THE FLOWERS HEALTH CENTRE","",C88033-817936,345804477049,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20141006,03N,"NHS SHEFFIELD CCG"
C88057,"CROOKES VALLEY MEDICAL CENTRE","",C88057-804577,212020195013,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",PCS,"PCS 2008 Release 10 Inc Patches 3559 + 3560",20100527,03N,"NHS SHEFFIELD CCG"
D83619,"WESTWOOD SURGERY",20180930,YGA-0021074,2E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20150918,06M,"NHS GREAT YARMOUTH AND WAVENEY CCG"
E81059,"SHANNON COURT SURGERY","",YGA-0021074,640598634049,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20130905,06F,"NHS BEDFORDSHIRE CCG"
E81062,"CLAPHAM ROAD SURGERY",20190430,YGA-0021074,8.09674E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140108,06F,"NHS BEDFORDSHIRE CCG"
E82054,"CALLOWLAND SURGERY",0,E82054-815594,6.58E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20131202,06N,"NHS HERTS VALLEYS CCG"
E83631,"CHERRY TREE SURGERY","",E83631-816865,5.67E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20140430,07M,"NHS BARNET CCG"
E83633,"WATFORD WAY CENTRE LIMITED","",E83633-808289,23694006018,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120606,07M,"NHS BARNET CCG"
E84077,"THE SHELDON PRACTICE","",E84077-812826,565110828011,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130305,07P,"NHS BRENT CCG"
E84624,"PARK ROAD SURGERY","",E84624-815729,562791095044,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20131216,07P,"NHS BRENT CCG"
E85705,"THE BURLINGTON GARDENS SURGERY",20180430,YGA-0021074,7.29E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20141010,07W,"NHS EALING CCG"
E85732,"GREENBROOK MANOR",20180930,YGA-0021074,17016995049,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20130403,07Y,"NHS HOUNSLOW CCG"
E87017,"NORTH WEST LONDON MEDICAL CENTRE",20180930,YGA-0021074,9.32E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140815,09A,"NHS CENTRAL LONDON (WESTMINSTER) CCG"
E87057,"NAGARAJAN QUEENS PARK HEALTH CENTRE",20190131,YGA-0021074,8.57E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140804,08Y,"NHS WEST LONDON CCG"
E87717,"HARLEY STREET MEDICAL CENTRE",20160106,YGA-0021074,2.79E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core",20140317,09A,"NHS CENTRAL LONDON (WESTMINSTER) CCG"
F81074,"MELBOURNE HOUSE SURGERY","",YGA-0021074,149887346018,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,06Q,"NHS MID ESSEX CCG"
F81127,"HUMBER ROAD SURGERY","",YGA-0021074,822522981049,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20141118,06Q,"NHS MID ESSEX CCG"
F81151,"MALLING HEALTH - DIPPLE MEDICAL CENTRE","",YGA-0021074,698186685013,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,99E,"NHS BASILDON AND BRENTWOOD CCG"
F81168,"SOUTHVIEW PARK SURGERY","",YGA-0021074,83120883018,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,99E,"NHS BASILDON AND BRENTWOOD CCG"
F81195,"STEEPLE BUMPSTEAD SURGERY","",YGA-0021074,170987640019,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core + GP2GPLM (AS)",20140312,07H,"NHS WEST ESSEX CCG"
F81608,"KEYHEALTH MEDICAL CENTRE",20190430,YGA-0021074,1.37114E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,07H,"NHS WEST ESSEX CCG"
F81622,"DR MARASCO'S SURGERY","",YGA-0021074,252704755013,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,99G,"NHS SOUTHEND CCG"
F81648,"OAKDIN SURGERY","",YGA-0021074,838901822018,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,99E,"NHS BASILDON AND BRENTWOOD CCG"
F81691,"EAST TILBURY & CORRINGHAM MEDICAL CENTRE","",YGA-0021074,384685085019,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,07G,"NHS THURROCK CCG"
F81738,"BRIMPTON HOUSE","",YGA-0021074,200000014736,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20190510,06Q,"NHS MID ESSEX CCG"
F81756,"PMS THE GORE SURGERY","",YGA-0021074,136809534011,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140122,99E,"NHS BASILDON AND BRENTWOOD CCG"
F84043,"THE SORSBY HEALTH CENTRE","",F84043-812938,204729070019,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130318,07T,"NHS CITY AND HACKNEY CCG"
F85077,"GRENOBLE GARDENS SURGERY","",F85077-813215,9.42E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","Emis Web",3012(CAB+ETPv1),20130422,07X,"NHS ENFIELD CCG"
F86704,"PAULZ SURGERY","",YGA-0021074,274585141048,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20121129,08N,"NHS REDBRIDGE CCG"
G81063,"LEWES ROAD SURGERY",20180430,YGA-0021074,2.00E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20150421,09D,"NHS BRIGHTON AND HOVE CCG"
G82011,"SUNLIGHT CENTRE SURGERY","",G82011-822556,2.00E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20170512,09W,"NHS MEDWAY CCG"
G82021,"THE SHRUBBERY SURGERY","",G82021-0004305,2.99E+11,"IN PRACTICE SYSTEMS LTD","Vision 3","DLM 480 QMT Config 5",20050805,09J,"NHS DARTFORD GRAVESHAM AND SWANLEY CCG"
G82065,"DR SINHA GC","",G82065-813204,901681230016,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130422,99J,"NHS WEST KENT CCG"
G82148,"THE BUTCHERY SURGERY","",G82148-822071,2.00E+11,"IN PRACTICE SYSTEMS LTD","EMIS Web","Config 6 LM with GPES",20161014,09E,"NHS CANTERBURY AND COASTAL CCG"
G82662,"PENCESTER HEALTH","",G82662-808288,5.17E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120606,10A,"NHS SOUTH KENT COAST CCG"
G82686,"MINSTER MEDICAL CENTRE","",G82686-813561,623410499049,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130513,10D,"NHS SWALE CCG"
G82727,"MALLING HEALTH BLUE SUITE","",G82727-822566,200000008629,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20170518,09W,"NHS MEDWAY CCG"
G82777,COBTREE,"",G82777-823467,2.00E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 5 LM with GPES",20180222,99J,"NHS WEST KENT CCG"
G85112,"THE HAMBLEDEN CLINIC","",G85112-809178,967463023010,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120906,08Q,"NHS SOUTHWARK CCG"
G85717,"DR BK BATRA'S PRACTICE","",G85717-809422,367705004045,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120918,08L,"NHS LEWISHAM CCG"
H81046,"WAYSIDE MEDICAL PRACTICE","",H81046-0009897,4.24E+11,"IN PRACTICE SYSTEMS LTD","Vision 3","DLM 480 QMT Config 5",20060407,09L,"NHS EAST SURREY CCG"
H81101,"WHYTELEAFE SURGERY","",H81101-825273,200000015016,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20190703,09L,"NHS EAST SURREY CCG"
H81118,"AURIOL MEDICAL PRACTICE",20180930,H81118-816879,3.98E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20140506,99H,"NHS SURREY DOWNS CCG"
H81664,"DR R J POOL","",H81664-821098,200000001615,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20151204,09Y,"NHS NORTH WEST SURREY CCG"
H81667,"SOUTH PARK SURGERY",20181220,H81667-821979,2.00E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 5 LM with GPES",20160915,09L,"NHS EAST SURREY CCG"
H82640,"HOLBROOK SURGERY","",H82640-0006845,9.05E+11,"IN PRACTICE SYSTEMS LTD","Vision 3","DLM 480 QMT Config 5",20051028,09X,"NHS HORSHAM AND MID SUSSEX CCG"
J81031,"EAGLE HOUSE SURGERY","",YGA-0021074,200000009379,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20171204,11J,"NHS DORSET CCG"
J82097,"TOTTON HEALTH CENTRE","",J82097-817941,277899403046,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20141003,11A,"NHS WEST HAMPSHIRE CCG"
J82141,"BATH LODGE PRACTICE","",J82141-813952,012173660015,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130610,10X,"NHS SOUTHAMPTON CCG"
J82165,"THE DEVONSHIRE PRACTICE","",YGA-0021074,200000010373,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20180418,10R,"NHS PORTSMOUTH CCG"
J82195,"SOUTHWOOD PRACTICE","",J82195-816378,4.69E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20140307,99M,"NHS NORTH EAST HAMPSHIRE AND FARNHAM CCG"
J82612,"STDENY'S SURGERY","",YGA-0021074,4.06E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core",20140122,10X,"NHS SOUTHAMPTON CCG"
J83632,"CROSS PLAIN HEALTH CENTRE","",YGA-0021074,306127887041,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20131114,99N,"NHS WILTSHIRE CCG"
J83636,"BEVERSBROOK MEDICAL CENTRE","",YGA-0021074,7.41E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20131211,99N,"NHS WILTSHIRE CCG"
J84014,"THE DOWER HOUSE","",YGA-0021074,200000002330,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20160623,10L,"NHS ISLE OF WIGHT CCG"
K81023,"HEATH HILL SURGERY","",K81023-811065,1.77E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20121126,15D,"NHS EAST BERKSHIRE CCG"
K81067,"CIRCUIT LANE SURGERY","",K81067-813992,661749198049,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130617,15A,"NHS BERKSHIRE WEST CCG"
K81640,"ELDON ROAD SURGERY","",K81640-823726,200000010512,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20180524,15A,"NHS BERKSHIRE WEST CCG"
K81647,"PEPPARD ROAD SURGERY","",YGA-0021074,939271384017,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core + GP2GPLM (AS)",20140122,15A,"NHS BERKSHIRE WEST CCG"
K84617,"SOUTH OXFORD HEALTH CENTRE","",K84617-814639,006094075048,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130909,10Q,"NHS OXFORDSHIRE CCG"
K84621,"NORTH BICESTER SURGERY",20180930,K84621-822682,2.00E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 3 LM with GPES",20170726,10Q,"NHS OXFORDSHIRE CCG"
L81119,"CLARENCE PARK SURGERY","",L81119-817973,168653509047,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20141010,15C,"NHS BRISTOL NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE CCG"
L83078,"ST LUKES MEDICAL CENTRE","",L83078-807699,278931015012,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120413,15N,"NHS DEVON CCG"
L83080,"ARMADA SURGERY","",YGA-0021074,2.00E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20151104,99P,"NHS NORTHERN EASTERN AND WESTERN DEVON CCG"
L83107,"CROWNHILL SURGERY","",YGA-0021074,2.00E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20160116,99P,"NHS NORTHERN EASTERN AND WESTERN DEVON CCG"
L83130,"PARKHILL MEDICAL PRACTICE","",L83130-821408,200000002093,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20160422,15N,"NHS DEVON CCG"
L83626,"SALTASH ROAD SURGERY",20180430,YGA-0021074,6.21E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140312,99P,"NHS NORTHERN EASTERN AND WESTERN DEVON CCG"
L83664,"STBARNABAS SURGERY",20180930,YGA-0021074,2.00E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20160511,99P,"NHS NORTHERN EASTERN AND WESTERN DEVON CCG"
L84020,"ROMNEY HOUSE SURGERY","",L84020-823699,2.00E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20180510,11M,"NHS GLOUCESTERSHIRE CCG"
L85041,"IRNHAM LODGE SURGERY","",L85041-812048,9.19E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130114,11X,"NHS SOMERSET CCG"
M82027,"SUTTON HILL MEDICAL PRACTICE","",M82027-808938,3.08E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20120730,05X,"NHS TELFORD AND WREKIN CCG"
M83128,"MERTON SURGERY","",M83128-817299,737644393016,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20140715,05W,"NHS STOKE ON TRENT CCG"
M83665,"R J MITCHELL MEDICAL CENTRE",0,M83665-817304,2.73E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20140714,05G,"NHS NORTH STAFFORDSHIRE CCG"
