odsCode,grouping
B81628,ccg_north_lincs
B81647,ccg_north_lincs
B81648,ccg_north_lincs
B82004,ccg_north_yorkshire
B82008,ccg_north_yorkshire
B82010,ccg_north_yorkshire
B82011,ccg_north_yorkshire
B82012,ccg_north_yorkshire
B82013,ccg_north_yorkshire
B82014,ccg_north_yorkshire
B82016,ccg_north_yorkshire
B82017,ccg_north_yorkshire
B82019,ccg_north_yorkshire
B82022,ccg_north_yorkshire
B82023,ccg_north_yorkshire
B82025,ccg_north_yorkshire
B82027,ccg_north_yorkshire
B82029,ccg_north_yorkshire
B82030,ccg_north_yorkshire
B82032,ccg_north_yorkshire
B82034,ccg_north_yorkshire
B82035,ccg_north_yorkshire
B82036,ccg_north_yorkshire
B82037,ccg_north_yorkshire
B82038,ccg_north_yorkshire
B82042,ccg_north_yorkshire
B82044,ccg_north_yorkshire
B82045,ccg_north_yorkshire
B82046,ccg_north_yorkshire
B82049,ccg_north_yorkshire
B82050,ccg_north_yorkshire
B82054,ccg_north_yorkshire
B82057,ccg_north_yorkshire
B82059,ccg_north_yorkshire
B82060,ccg_north_yorkshire
B82062,ccg_north_yorkshire
B82063,ccg_north_yorkshire
B82066,ccg_north_yorkshire
B82067,ccg_north_yorkshire
B82069,ccg_north_yorkshire
B82072,ccg_north_yorkshire
B82075,ccg_north_yorkshire
B82078,ccg_north_yorkshire
B82084,ccg_north_yorkshire
B82086,ccg_north_yorkshire
B82088,ccg_north_yorkshire
B82091,ccg_north_yorkshire
B82101,ccg_north_yorkshire
B82104,ccg_north_yorkshire
B82106,ccg_north_yorkshire
B82609,ccg_north_yorkshire
B82622,ccg_north_yorkshire
B82628,ccg_north_yorkshire
Y02669,ccg_north_yorkshire
C82040,ccg_nottingham
C84004,ccg_nottingham
C84005,ccg_nottingham
C84009,ccg_nottingham
C84010,ccg_nottingham
C84011,ccg_nottingham
C84012,ccg_nottingham
C84014,ccg_nottingham
C84016,ccg_nottingham
C84017,ccg_nottingham
C84018,ccg_nottingham
C84019,ccg_nottingham
C84020,ccg_nottingham
C84021,ccg_nottingham
C84023,ccg_nottingham
C84025,ccg_nottingham
C84026,ccg_nottingham
C84028,ccg_nottingham
C84029,ccg_nottingham
C84030,ccg_nottingham
C84031,ccg_nottingham
C84032,ccg_nottingham
C84033,ccg_nottingham
C84034,ccg_nottingham
C84036,ccg_nottingham
C84037,ccg_nottingham
C84039,ccg_nottingham
C84042,ccg_nottingham
C84043,ccg_nottingham
C84044,ccg_nottingham
C84045,ccg_nottingham
C84046,ccg_nottingham
C84047,ccg_nottingham
C84049,ccg_nottingham
C84051,ccg_nottingham
C84053,ccg_nottingham
C84055,ccg_nottingham
C84057,ccg_nottingham
C84059,ccg_nottingham
C84060,ccg_nottingham
C84061,ccg_nottingham
C84063,ccg_nottingham
C84064,ccg_nottingham
C84065,ccg_nottingham
C84066,ccg_nottingham
C84067,ccg_nottingham
C84069,ccg_nottingham
C84072,ccg_nottingham
C84074,ccg_nottingham
C84076,ccg_nottingham
C84077,ccg_nottingham
C84078,ccg_nottingham
C84080,ccg_nottingham
C84081,ccg_nottingham
C84084,ccg_nottingham
C84085,ccg_nottingham
C84086,ccg_nottingham
C84087,ccg_nottingham
C84090,ccg_nottingham
C84091,ccg_nottingham
C84092,ccg_nottingham
C84095,ccg_nottingham
C84103,ccg_nottingham
C84105,ccg_nottingham
C84106,ccg_nottingham
C84107,ccg_nottingham
C84112,ccg_nottingham
C84113,ccg_nottingham
C84114,ccg_nottingham
C84115,ccg_nottingham
C84116,ccg_nottingham
C84117,ccg_nottingham
C84120,ccg_nottingham
C84122,ccg_nottingham
C84123,ccg_nottingham
C84127,ccg_nottingham
C84129,ccg_nottingham
C84131,ccg_nottingham
C84136,ccg_nottingham
C84140,ccg_nottingham
C84142,ccg_nottingham
C84144,ccg_nottingham
C84150,ccg_nottingham
C84151,ccg_nottingham
C84605,ccg_nottingham
C84613,ccg_nottingham
C84619,ccg_nottingham
C84621,ccg_nottingham
C84624,ccg_nottingham
C84628,ccg_nottingham
C84629,ccg_nottingham
C84637,ccg_nottingham
C84646,ccg_nottingham
C84654,ccg_nottingham
C84656,ccg_nottingham
C84658,ccg_nottingham
C84660,ccg_nottingham
C84664,ccg_nottingham
C84667,ccg_nottingham
C84676,ccg_nottingham
C84679,ccg_nottingham
C84682,ccg_nottingham
C84683,ccg_nottingham
C84691,ccg_nottingham
C84693,ccg_nottingham
C84694,ccg_nottingham
C84695,ccg_nottingham
C84696,ccg_nottingham
C84703,ccg_nottingham
C84704,ccg_nottingham
C84705,ccg_nottingham
C84714,ccg_nottingham
C84717,ccg_nottingham
Y00026,ccg_nottingham
Y02847,ccg_nottingham
Y03124,ccg_nottingham
Y05369,ccg_nottingham
Y05622,ccg_nottingham
Y05690,ccg_nottingham
Y06356,ccg_nottingham
Y06443,ccg_nottingham
Y06507,ccg_nottingham
Y06792,ccg_nottingham
B81036,ccg_vale_of_york
B82002,ccg_vale_of_york
B82005,ccg_vale_of_york
B82018,ccg_vale_of_york
B82021,ccg_vale_of_york
B82026,ccg_vale_of_york
B82031,ccg_vale_of_york
B82033,ccg_vale_of_york
B82041,ccg_vale_of_york
B82047,ccg_vale_of_york
B82064,ccg_vale_of_york
B82068,ccg_vale_of_york
B82071,ccg_vale_of_york
B82073,ccg_vale_of_york
B82074,ccg_vale_of_york
B82077,ccg_vale_of_york
B82079,ccg_vale_of_york
B82080,ccg_vale_of_york
B82081,ccg_vale_of_york
B82083,ccg_vale_of_york
B82097,ccg_vale_of_york
B82098,ccg_vale_of_york
B82100,ccg_vale_of_york
B82105,ccg_vale_of_york
B82619,ccg_vale_of_york
E84012,ccg_west_london
E87003,ccg_west_london
E87004,ccg_west_london
E87007,ccg_west_london
E87013,ccg_west_london
E87016,ccg_west_london
E87024,ccg_west_london
E87026,ccg_west_london
E87029,ccg_west_london
E87043,ccg_west_london
E87047,ccg_west_london
E87048,ccg_west_london
E87061,ccg_west_london
E87063,ccg_west_london
E87065,ccg_west_london
E87067,ccg_west_london
E87665,ccg_west_london
E87701,ccg_west_london
E87702,ccg_west_london
E87706,ccg_west_london
E87711,ccg_west_london
E87715,ccg_west_london
E87720,ccg_west_london
E87723,ccg_west_london
E87733,ccg_west_london
E87735,ccg_west_london
E87738,ccg_west_london
E87742,ccg_west_london
E87746,ccg_west_london
E87750,ccg_west_london
E87762,ccg_west_london
Y00200,ccg_west_london
Y00507,ccg_west_london
Y01011,ccg_west_london
Y03441,ccg_west_london
A12355,testPractice
B84001,trust_mid_yorks
B84002,trust_mid_yorks
B84003,trust_mid_yorks
B84004,trust_mid_yorks
B84005,trust_mid_yorks
B84007,trust_mid_yorks
B84008,trust_mid_yorks
B84009,trust_mid_yorks
B84010,trust_mid_yorks
B84011,trust_mid_yorks
B84012,trust_mid_yorks
B84013,trust_mid_yorks
B84014,trust_mid_yorks
B84016,trust_mid_yorks
B84017,trust_mid_yorks
B84019,trust_mid_yorks
B84021,trust_mid_yorks
B84610,trust_mid_yorks
B84612,trust_mid_yorks
B84613,trust_mid_yorks
B84614,trust_mid_yorks
B84615,trust_mid_yorks
B84618,trust_mid_yorks
B84623,trust_mid_yorks
B85002,trust_mid_yorks
B85004,trust_mid_yorks
B85005,trust_mid_yorks
B85006,trust_mid_yorks
B85008,trust_mid_yorks
B85009,trust_mid_yorks
B85010,trust_mid_yorks
B85011,trust_mid_yorks
B85012,trust_mid_yorks
B85014,trust_mid_yorks
B85015,trust_mid_yorks
B85016,trust_mid_yorks
B85018,trust_mid_yorks
B85019,trust_mid_yorks
B85020,trust_mid_yorks
B85022,trust_mid_yorks
B85023,trust_mid_yorks
B85024,trust_mid_yorks
B85025,trust_mid_yorks
B85026,trust_mid_yorks
B85027,trust_mid_yorks
B85028,trust_mid_yorks
B85031,trust_mid_yorks
B85032,trust_mid_yorks
B85033,trust_mid_yorks
B85036,trust_mid_yorks
B85037,trust_mid_yorks
B85038,trust_mid_yorks
B85041,trust_mid_yorks
B85042,trust_mid_yorks
B85044,trust_mid_yorks
B85048,trust_mid_yorks
B85051,trust_mid_yorks
B85054,trust_mid_yorks
B85055,trust_mid_yorks
B85058,trust_mid_yorks
B85059,trust_mid_yorks
B85060,trust_mid_yorks
B85061,trust_mid_yorks
B85062,trust_mid_yorks
B85606,trust_mid_yorks
B85610,trust_mid_yorks
B85612,trust_mid_yorks
B85614,trust_mid_yorks
B85619,trust_mid_yorks
B85620,trust_mid_yorks
B85622,trust_mid_yorks
B85623,trust_mid_yorks
B85625,trust_mid_yorks
B85628,trust_mid_yorks
B85634,trust_mid_yorks
B85636,trust_mid_yorks
B85638,trust_mid_yorks
B85640,trust_mid_yorks
B85641,trust_mid_yorks
B85644,trust_mid_yorks
B85645,trust_mid_yorks
B85646,trust_mid_yorks
B85650,trust_mid_yorks
B85652,trust_mid_yorks
B85655,trust_mid_yorks
B85656,trust_mid_yorks
B85657,trust_mid_yorks
B85658,trust_mid_yorks
B85659,trust_mid_yorks
B85660,trust_mid_yorks
B86020,trust_mid_yorks
B86064,trust_mid_yorks
B86089,trust_mid_yorks
B87001,trust_mid_yorks
B87002,trust_mid_yorks
B87003,trust_mid_yorks
B87004,trust_mid_yorks
B87005,trust_mid_yorks
B87006,trust_mid_yorks
B87007,trust_mid_yorks
B87008,trust_mid_yorks
B87009,trust_mid_yorks
B87011,trust_mid_yorks
B87012,trust_mid_yorks
B87013,trust_mid_yorks
B87015,trust_mid_yorks
B87016,trust_mid_yorks
B87017,trust_mid_yorks
B87018,trust_mid_yorks
B87019,trust_mid_yorks
B87020,trust_mid_yorks
B87021,trust_mid_yorks
B87022,trust_mid_yorks
B87023,trust_mid_yorks
B87025,trust_mid_yorks
B87026,trust_mid_yorks
B87027,trust_mid_yorks
B87028,trust_mid_yorks
B87029,trust_mid_yorks
B87031,trust_mid_yorks
B87032,trust_mid_yorks
B87033,trust_mid_yorks
B87036,trust_mid_yorks
B87039,trust_mid_yorks
B87040,trust_mid_yorks
B87041,trust_mid_yorks
B87042,trust_mid_yorks
B87044,trust_mid_yorks
B87600,trust_mid_yorks
B87602,trust_mid_yorks
B87604,trust_mid_yorks
B87614,trust_mid_yorks
B87616,trust_mid_yorks
Y01851,trust_mid_yorks
Y01953,trust_mid_yorks
Y02509,trust_mid_yorks
Y02529,trust_mid_yorks
Y03112,trust_mid_yorks
Y04266,trust_mid_yorks
Y04680,trust_mid_yorks
Y05081,trust_mid_yorks
Y06659,trust_mid_yorks
