ODS,Organisation,ClosedDate,PartyKey,ASID,Supplier,Product,Version,EndpointCreated,CCGCode,CCG
J83064,"RIDGE GREEN MEDICAL PRACTICE","",J83064-827053,200000016907,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191021,92G,"NHS BATH AND NORTH EAST SOMERSET SWINDON AND WILTSHIRE ICB - 92G"
J83601,"BURBAGE SURGERY","",J83601-812917,200000021936,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191230,92G,"NHS BATH AND NORTH EAST SOMERSET SWINDON AND WILTSHIRE ICB - 92G"
J83603,"JUBILEE FIELD SURGERY","",J83603-812703,200000021812,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191230,92G,"NHS BATH AND NORTH EAST SOMERSET SWINDON AND WILTSHIRE ICB - 92G"
J83609,"CRICKLADE SURGERY","",J83609-812918,200000021937,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191230,92G,"NHS BATH AND NORTH EAST SOMERSET SWINDON AND WILTSHIRE ICB - 92G"
J83615,"OLD SCHOOL HOUSE SURGERY","",J83615-812919,200000021938,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191230,92G,"NHS BATH AND NORTH EAST SOMERSET SWINDON AND WILTSHIRE ICB - 92G"
J83618,"TOLSEY SURGERY","",J83618-812922,200000021939,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191230,92G,"NHS BATH AND NORTH EAST SOMERSET SWINDON AND WILTSHIRE ICB - 92G"
J83619,"COURTYARD SURGERY","",J83619-812923,200000021940,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191230,92G,"NHS BATH AND NORTH EAST SOMERSET SWINDON AND WILTSHIRE ICB - 92G"
J83625,"LODGE SURGERY","",J83625-812926,200000021941,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191230,92G,"NHS BATH AND NORTH EAST SOMERSET SWINDON AND WILTSHIRE ICB - 92G"
J83629,"SILTON SURGERY","",J83629-812928,200000021942,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191230,92G,"NHS BATH AND NORTH EAST SOMERSET SWINDON AND WILTSHIRE ICB - 92G"
J83630,"HINDON SURGERY","",J83630-812932,200000021943,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191230,92G,"NHS BATH AND NORTH EAST SOMERSET SWINDON AND WILTSHIRE ICB - 92G"
J83632,"CROSS PLAIN HEALTH CENTRE","",YGA-0021074,306127887041,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20131114,99N,"NHS WILTSHIRE CCG"
J83633,"VICTORIA CROSS SURGERY","",J83633-827054,200000016908,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191021,92G,"NHS BATH AND NORTH EAST SOMERSET SWINDON AND WILTSHIRE ICB - 92G"
J83636,"BEVERSBROOK MEDICAL CENTRE","",YGA-0021074,7.41E+11,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20131211,99N,"NHS WILTSHIRE CCG"
J83645,"PHOENIX SURGERY","",J83645-827055,200000016909,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191021,92G,"NHS BATH AND NORTH EAST SOMERSET SWINDON AND WILTSHIRE ICB - 92G"
J83646,"PARK LANE PRACTICE","",J83646-827056,200000016910,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191021,92G,"NHS BATH AND NORTH EAST SOMERSET SWINDON AND WILTSHIRE ICB - 92G"
J84003,"VENTNOR MEDICAL PRACTICE","",J84003-810601,200000020250,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191212,D9Y0V,"NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V"
J84004,"EAST COWES MEDICAL CENTRE","",J84004-810602,200000020251,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191212,D9Y0V,"NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V"
J84005,"ESPLANADE SURGERY","",J84005-810603,200000020252,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191212,D9Y0V,"NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V"
J84007,"ST HELENS MEDICAL CENTRE","",J84007-810604,200000020253,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191212,D9Y0V,"NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V"
J84008,"ARGYLL HOUSE","",J84008-810605,200000020254,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191212,D9Y0V,"NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V"
J84010,"SHANKLIN MEDICAL CENTRE","",J84010-810606,200000020255,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191212,10L,"NHS ISLE OF WIGHT CCG"
J84011,"NEWPORT HEALTH CENTRE","",J84011-810607,200000020256,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191212,D9Y0V,"NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V"
J84012,"TOWER HOUSE SURGERY","",J84012-810608,200000020257,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191212,D9Y0V,"NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V"
J84013,"THE BAY MEDICAL PRACTICE","",J84013-810609,200000020258,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191212,D9Y0V,"NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V"
J84014,"THE DOWER HOUSE","",YGA-0021074,200000002330,"THE PHOENIX PARTNERSHIP",SystmOne,"601 Core GP2GPLM EPS2(AS)",20160623,10L,"NHS ISLE OF WIGHT CCG"
J84015,"COWES MEDICAL CENTRE","",J84015-810610,200000020259,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191212,D9Y0V,"NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V"
J84016,"SOUTH WIGHT MEDICAL PRACTICE","",J84016-810611,200000020260,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191212,D9Y0V,"NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V"
J84017,"MEDINA HEALTHCARE","",J84017-810612,200000020261,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191212,D9Y0V,"NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V"
J84018,"GROVE HOUSE SURGERY","",J84018-810613,200000020262,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191212,D9Y0V,"NHS HAMPSHIRE SOUTHAMPTON AND ISLE OF WIGHT CCG"
J84019,"WIGHT PRIMARY PARTNERSHIPS LTD","",J84019-810614,200000020263,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191212,D9Y0V,"NHS HAMPSHIRE AND ISLE OF WIGHT ICB - D9Y0V"
J84020,"BEECH GROVE SURGERY","",J84020-810615,200000020264,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20191212,D9Y0V,"NHS HAMPSHIRE SOUTHAMPTON AND ISLE OF WIGHT CCG"
K81001,"THE WATERFIELD PRACTICE","",K81001-829661,200000019573,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81002,"EASTFIELD HOUSE SURGERY","",K81002-813500,200000022324,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20200331,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81003,"SWALLOWFIELD MEDICAL PRACTICE","",K81003-826759,200000016610,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81004,"TILEHURST SURGERY PARTNERSHIP","",K81004-826760,200000016611,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81005,"WEXHAM ROAD SURGERY","",K81005-829662,200000019574,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81006,"THE SANDHURST GROUP PRACTICE","",K81006-829663,200000019575,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81007,"LONDON STREET SURGERY","",K81007-826761,200000016612,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81010,"KINGS CORNER SURGERY","",K81010-829664,200000019576,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81012,"THE BOAT HOUSE SURGERY","",K81012-826762,200000016613,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81014,"BALMORE PARK SURGERY","",K81014-826763,200000016614,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81015,"WOODLANDS PARK SURGERY","",K81015-0009413,586967909035,"IN PRACTICE SYSTEMS LTD","Vision 3","DLM 790 QMT Config 5",20060323,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81017,"FALKLAND SURGERY","",K81017-813507,200000022331,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20200331,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81018,"LINDEN MEDICAL CENTRE","",K81018-829665,200000019577,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81019,"ROSS ROAD MEDICAL CENTRE","",K81019-829666,200000019578,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81020,"CLAREMONT HOLYPORT SURGERY","",K81020-829667,200000019579,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81021,"DATCHET HEALTH CENTRE","",K81021-829668,200000019580,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81022,"WOKINGHAM MEDICAL CENTRE","",K81022-826764,200000016615,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81023,"HEATH HILL SURGERY","",K81023-811065,1.77E+11,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20121126,15D,"NHS EAST BERKSHIRE CCG"
K81024,"LANGLEY HEALTH CENTRE","",K81024-829669,200000019581,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81025,"FINCHAMPSTEAD PRACTICE","",K81025-826765,200000016616,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81026,"CHATHAM STREET SURGERY","",K81026-826766,200000016617,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81027,"MORTIMER SURGERY","",K81027-826753,200000016604,"IN PRACTICE SYSTEMS LTD",Vision,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81028,"MAGNOLIA HOUSE SURGERY","",K81028-829670,200000019582,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81030,"RINGMEAD MEDICAL PRACTICE","",K81030-829671,200000019583,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81034,"CROSBY HOUSE SURGERY","",K81034-829672,200000019584,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81036,"THE CEDARS SURGERY","",K81036-829673,200000019585,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81039,"THE AVENUE MEDICAL CENTRE","",K81039-829674,200000019586,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81040,"MILMAN & KENNET SURGERY","",K81040-826767,200000016618,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81041,"EMMER GREEN SURGERY","",K81041-826768,200000016619,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81042,"COOKHAM MEDICAL CENTRE","",K81042-829675,200000019587,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81043,"HERSCHEL MEDICAL CENTRE","",K81043-829676,200000019588,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81045,"PARKSIDE PRACTICE","",K81045-826769,200000016620,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81046,"LEE HOUSE SURGERY","",K81046-829677,200000019589,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81047,"BROOKSIDE PRACTICE","",K81047-826770,200000016621,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81048,"LONG BARN LANE SURGERY","",K81048-826771,200000016622,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81050,"THE DOWNLAND PRACTICE","",K81050-813508,200000022332,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20200331,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81051,"WOODLEY PRACTICE","",K81051-826772,200000016623,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81052,"LAMBOURN SURGERY","",K81052-813504,200000022329,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20200331,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81055,"WARGRAVE PRACTICE","",K81055-815532,200000023526,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20200813,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81055,"WARGRAVE PRACTICE","",K81055-815536,200000023527,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20200813,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81056,"WESTWOOD ROAD SURGERY","",K81056-826773,200000016624,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81057,"HUNGERFORD SURGERY","",K81057-824063,200000011316,"THE PHOENIX PARTNERSHIP",TPP,"GP Connect",20181108,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81059,"THE GAINSBOROUGH PRACTICE","",K81059-829678,200000019590,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81060,"BINFIELD SURGERY","",K81060-829679,200000019591,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81062,"WESTERN ELMS & CIRCUIT LANE SURGERIES","",K81062-826774,200000016625,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81063,"STRAWBERRY HILL MEDICAL CENTRE","",K81063-824062,200000011315,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20181108,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81066,"THE SYMONS MEDICAL CENTRE","",K81066-829680,200000019592,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81067,"CIRCUIT LANE SURGERY","",K81067-813992,661749198049,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20130617,15A,"NHS BERKSHIRE WEST CCG"
K81068,"SHEET STREET SURGERY","",K81068-829681,200000019593,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81069,"LODDON VALE PRACTICE","",K81069-826775,200000016626,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81070,"TWYFORD SURGERY","",K81070-815636,200000023574,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20200820,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81070,"TWYFORD SURGERY","",K81070-815637,200000023575,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20200820,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81073,"THATCHAM HEALTH CENTRE","",K81073-813488,200000022315,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20200330,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81074,"CLARENCE MEDICAL CENTRE","",K81074-829682,200000019594,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81075,"FARNHAM ROAD PRACTICE","",K81075-829683,200000019595,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81076,"GREEN MEADOWS SURGERY","",K81076-829684,200000019596,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81077,"THEALE MEDICAL CENTRE","",K81077-826776,200000016627,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81078,"GROVELANDS MEDICAL CENTRE","",K81078-826777,200000016628,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81080,"NEW WOKINGHAM ROAD SURGERY","",K81080-826778,200000016629,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81081,"ABBEY MEDICAL CENTRE","",K81081-826779,200000016630,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81082,"THE VILLAGE MEDICAL CENTRE","",K81082-829685,200000019597,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81083,"BHARANI MEDICAL CENTRE","",K81083-831258,200000033960,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20220427,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81083,"BHARANI MEDICAL CENTRE","",K81083-831259,200000033961,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20220427,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81084,"ROSEMEAD SURGERY","",K81084-829686,200000019598,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81085,"SHREEJI MEDICAL CENTRE","",K81085-829687,200000019599,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81086,"MANOR PARK MEDICAL CENTRE","",K81086-829688,200000019600,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81087,"EASTHAMPSTEAD SURGERY","",K81087-829689,200000019601,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81089,"RAGSTONE ROAD SURGERY","",K81089-815341,004730850049,"IN PRACTICE SYSTEMS LTD","Vision 3","DLM 480 QMT Config 5",20131101,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81092,"WOOSEHILL PRACTICE","",K81092-826780,200000016631,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81094,"GREAT HOLLANDS PRACTICE","",K81094-829690,200000019602,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81097,"REDWOOD HOUSE SURGERY","",K81097-829691,200000019603,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81100,"PEMBROKE SURGERY","",K81100-826756,200000016607,"IN PRACTICE SYSTEMS LTD",Vision,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81102,"BURDWOOD SURGERY","",K81102-813502,200000022325,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20200331,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81103,"CHAPEL ROW SURGERY","",K81103-813509,200000022333,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20200331,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81605,"UNIVERSITY MEDICAL GROUP","",K81605-826781,200000016632,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81607,"CORDWALLIS ROAD SURGERY","",K81607-0009419,642159719037,"IN PRACTICE SYSTEMS LTD","Vision 3","DLM 790 QMT Config 5",20060323,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81608,"DR NABI","",K81608-829692,200000019604,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81610,"FOREST HEALTH GROUP","",K81610-829693,200000019605,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81613,"KENNET SURGERY","",K81613-826782,200000016633,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BERKSHIRE WEST CCG"
K81616,"KUMAR MEDICAL CENTRE","",K81616-816485,200000024441,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20201214,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81622,"WILDERNESS PRACTICE","",K81622-826783,200000016634,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191017,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
K81630,"SOUTH MEADOW SURGERY","",K81630-829694,200000019606,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)",EMIS,"GP Connect",20191210,D4U1Y,"NHS FRIMLEY ICB - D4U1Y"
K81633,"SOUTH READING & SHINFIELD GROUP MED PRAC","",K81633-813375,200000022232,"EGTON MEDICAL INFORMATION SYSTEMS LTD (EMIS)","EMIS Web","Config 6 LM with GPES",20200306,15A,"NHS BUCKINGHAMSHIRE OXFORDSHIRE AND BERKSHIRE WEST ICB - 15A"
